Client;Secteur1;Secteur2;SecteurParticulier;NbSalaries;CapaciteEmprunt;PrevisionnelAnnuel;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30
C390259;;;;0;10000;[0];0;0;2142,79;2886,38;850,68;0;1187,82;0;520,93;0;0;3301,84;0;0;0;0;0;403,28;1273,63;0;0;383,84;0;0;0;497,31;0;407,21;0;0
C390262;;;;0;0;[0];0;0;0;0;0;0;52,69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299,61;0;0
C390263;;;;0;10000;[0];0;0;1151,75;422,56;0;0;129,08;0;0;0;0;2591,23;0;0;0;0;0;0;0;0;0;632,81;0;0;0;103,2;0;405,28;0;0
C390264;;;;0;0;[0];0;0;0;0;0;0;21,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160,53;0;0
C390267;;1;;1;10000;[22400];0;0;56,04;1477,98;699,11;0;6086,13;0;84,17;0;0;1749,66;0;0;0;354,53;0;1637,47;474,34;0;0;1509,03;547,49;564,27;0;294,41;74,62;5625,6;0;0
C390270;;;;0;10000;[0];0;0;0;2225,43;0;13058,62;1619,51;0;146,39;0;0;4182,66;0;0;0;0;0;0;9379,08;0;0;0;0;76,47;0;328,18;5,25;511,07;0;0
C390271;;;;0;10000;[0];0;0;0;132,37;0;0;93,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64,66;0;0;0;183,11;0;0
C390273;;;1;0;0;[0];0;0;0;1134,26;0;0;190,09;0;7,32;0;0;385,93;0;0;0;56,66;0;0;182,94;0;0;1979,12;0;1256,64;0;420,36;0;203,79;0;0
C390274;1;;;10;10000;[424000];0;0;0;0;627,57;0;97,6;0;21,96;0;0;1046,09;0;0;0;0;0;18,76;0;0;24,55;0;1574,86;273,28;0;174,9;12,35;705,57;0;0
C390277;;1;;1;10000;[22400];0;0;0;135,52;438,65;0;5448,67;0;36,6;0;0;325,01;0;0;0;6,54;0;778,7;0;0;0;0;0;994,13;0;0;417,42;2559,4;0;0
C390280;;;;0;10000;[0];0;0;0;0;0;0;638,86;0;0;0;0;297,97;0;0;0;0;0;53,92;0;0;41,38;0;0;652,85;0;0;68,95;247,62;0;0
C390285;;;;0;10000;[0];0;0;225,93;92,6;0;0;213,31;0;0;0;0;0;0;0;0;11,04;0;0;0;0;0;0;0;36,55;0;0;0;272,4;0;0
C390287;;1;;0;10000;[0];0;0;0;0;0;0;264,28;0;0;0;0;0;0;0;0;107,96;0;0;0;0;0;0;0;0;0;0;9,28;187,61;0;0
C390292;;;;0;10000;[0];0;0;0;2625,36;0;0;11287,5;0;48,79;0;0;2529,52;0;0;0;0;0;6146,52;0;0;0;0;89,3;0;0;122,61;6033,19;14144,3;0;0
C390293;;;;0;10000;[0];0;0;163,29;12147,78;92,96;0;4105;0;256,19;0;0;15134,61;0;0;0;8,66;0;251,22;0;0;0;0;98,58;1512,09;0;279,7;94,18;2088,54;0;0
C390294;;;;0;10000;[0];0;0;199,86;1124,26;3353,78;0;4184,11;0;29,52;0;0;2278,83;0;0;0;39,3;0;1129,93;0;0;0;3635,26;44,23;1121,57;0;88,95;0;3575,06;0;0
C390302;;;;0;10000;[0];0;0;108,34;95,64;0;0;99,88;0;0;0;0;0;0;0;0;0;0;0;0;0;224,47;0;42,49;0;0;0;0;1,56;0;0
C390303;;1;;3;10000;[67200];0;0;0;625,05;0;0;1539,14;0;0;0;0;782,15;0;0;0;380,9;0;807,9;0;0;0;0;90,88;131,66;0;56,51;3,46;2024,85;0;152,5
C390305;;;;0;10000;[0];0;0;0;7742,94;35,62;0;417,69;0;-6,22;0;0;816,29;0;0;0;0;0;0;0;0;0;0;590,21;166,81;0;867,09;189,21;815,22;0;0
C390309;;1;;6;10000;[134400];33,58;0;835,19;1306,49;12565,37;0;699,8;0;146,39;0;0;9037,28;0;0;0;6177,07;0;661,62;627,21;0;111,91;3328,73;710,36;18,76;0;545;125,43;636,22;0;0
C390310;;;1;0;10000;[0];0;0;0;2175,3;0;0;451,33;0;0;0;0;450,59;0;0;0;0;0;0;0;0;0;718,87;0;52,51;0;79,3;0;254,8;0;0
C390312;;1;;0;10000;[0];0;0;0;0;0;97,6;0;0;0;0;0;0;0;0;0;0;0;0;434;511,06;0;0;0;25,89;0;73,2;0;82,72;0;0
C390313;;;;0;10000;[0];0;0;0;0;0;0;30,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,61;0;0;0;9,02;0;0
C390318;;;;0;10000;[0];0;0;60,97;1466,73;608,78;0;265,9;0;0;0;0;2210,59;0;0;0;0;0;306,37;0;0;0;121,45;0;0;0;0;0;0;0;0
C390319;;1;;0;10000;[0];0;0;0;0;0;0;1098,27;0;0;0;0;169,09;0;0;0;0;0;275,18;0;0;0;0;0;12,4;0;0;193,8;306,43;0;0
C390320;;;;0;10000;[0];0;0;0;0;0;0;297,29;0;0;0;0;0;0;0;0;0;0;0;80,23;0;0;54,63;0;0;0;0;0;1717,89;0;0
C390321;;;;0;10000;[0];0;0;0;137,22;0;0;915,23;0;0;0;0;122,9;0;0;0;0;0;0;0;0;0;0;0;0;0;251,44;19,62;962,04;0;0
C390325;;;;0;10000;[0];0;0;1503,89;6426,41;108,07;162,04;1117,86;0;170,79;0;0;11730,37;0;0;0;414,32;0;151,94;221,65;0;1127,13;0;412,27;514,52;0;40,26;40,55;547,41;0;0
C390326;;;1;0;10000;[0];0;0;0;3,19;0;0;1821,45;0;0;0;0;207,23;0;0;0;6,54;0;24,01;0;0;39,6;1369,63;0;231,25;0;165,92;4,58;1121,19;0;0
C390328;;;;0;10000;[0];0;0;0;66,05;0;0;269,11;0;8,35;0;0;8,44;0;0;0;0;0;88,91;0;0;0;0;0;497,82;0;0;0;101,25;0;0
C390329;;;;3;10000;[52500];0;0;0;0;3026,65;0;780,94;0;128,1;0;0;298,91;0;0;0;68,52;0;28,8;0;0;0;299,45;0;362,89;0;0;1,02;839,32;0;0
C390330;;;;0;0;[0];0;0;0;104,38;0;0;1,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96,22;0;0;0;0
C390335;;1;;0;10000;[0];0;0;0;53,11;5090,12;0;50,93;0;0;0;0;0;0;0;0;0;0;12,86;0;0;0;710,04;0;191,81;0;0;0;787,21;0;0
C390337;;;;0;10000;[0];0;0;0;2181,63;1016,09;651,99;854,76;0;8,4;0;0;5861;0;0;0;0;0;13,21;0;0;0;10492,24;0;63,54;0;35,86;111,47;252,13;0;0
C390340;;1;;0;5000;[0];0;0;1821,76;18481,38;2276,67;0;1098,03;0;289,14;0;0;44126,74;0;0;0;647,61;0;484,27;0;0;1622,73;8454,32;1189,38;307,39;0;682,5;413,63;2774,18;0;0
C390341;;;;0;10000;[0];0;0;0;0;0;0;355,24;0;24,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58,13;0;0
C390342;;;;0;10000;[0];0;0;0;168,07;564,25;0;331,29;0;0;0;0;3179,76;0;0;0;321,54;0;288,63;0;0;0;0;1415,42;93,45;0;781,42;257,42;842,43;0;0
C390343;;;;0;10000;[0];0;0;0;24,46;379,8;0;206,99;0;109,8;0;0;6,38;0;0;0;0;0;0;0;0;0;0;0;67,89;0;73,2;32,31;70,3;0;0
C390348;;;;0;10000;[0];0;0;0;0;0;0;34,1;0;0;0;0;91,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,41;0;0
C390356;;;;0;50000;[0];0;0;125,18;0;50,27;0;187,39;0;0;0;0;0;0;0;0;55,3;0;0;0;0;0;0;0;0;0;253,52;111,9;390,42;0;0
C390358;;1;;0;10000;[0];0;0;78,91;156,16;0;0;1383,76;0;0;0;0;272,84;0;0;0;44,65;0;36,6;0;0;0;0;0;1020,76;0;0;0;283,04;0;0
C390359;;1;;10;115000;[224000];78,66;1236,87;5147,33;33405,12;157256,08;522,71;18851,23;0;5081,96;0;0;32310,18;0;559,86;0;10993,64;0;1094,18;217,65;149,57;6067,99;6658,94;9663,74;3871,96;0;14279,25;1715,05;31921,42;0;0
C390360;;;;0;20000;[0];0;0;4586,61;1209,32;6950,68;80,15;2466,88;0;55,63;0;0;894,7;0;0;0;10,82;0;274,27;0;194,11;0;77,68;4839,7;148;0;112,91;62,43;6023,26;0;0
C390362;;;;3;15000;[52500];0;0;0;159,5;1827,58;0;32432,26;0;884,47;0;0;628,9;0;0;0;0;0;630,26;404,53;0;0;4147,46;0;1664,81;0;989,87;1852,5;38732,44;0;0
C390363;;;;5;10000;[87500];67,66;0;0;1942,65;0;0;19,37;0;54,9;0;0;9106,79;0;0;0;0;0;0;0;0;0;0;0;33,28;0;165,92;0;220,33;0;0
C390365;;1;;0;10000;[0];0;0;0;0;0;0;93,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,72;135,54;0;0
C390368;;;;0;10000;[0];0;0;534,65;2134,87;0;0;2893,68;0;74,11;0;0;3274,71;0;0;0;0;0;296,96;0;0;933,85;2961,39;322,21;4850,7;0;25,62;42,46;2076,12;0;0
C390369;;1;;1;20000;[22400];0;0;566,67;22308,56;12655,88;272,04;5087,42;0;1550,06;0;0;16870,56;0;0;0;7,8;0;136,05;282,52;384,3;252,3;10825,99;166,75;235,26;0;339,27;147,84;1325,03;0;0
C390370;;;;0;10000;[0];0;0;1311,67;2720,87;0;0;77,24;0;-373,77;0;0;1779,77;0;0;0;1093,02;0;14,44;0;0;0;0;0;0;0;40,26;28,74;0;0;0
C390372;;1;;12;20000;[268800];0;0;0;16651,31;973,87;11031,15;2764,9;0;24,37;0;0;5669,07;0;0;0;82;0;91,74;145,25;5,37;0;5266,94;811,96;104,68;0;48,8;152,83;5768,66;0;0
C390373;;1;;8;20000;[179200];0;375,11;764,52;5788,21;36372,16;0;4498,16;0;708,78;0;0;8639,49;0;0;0;44,84;0;456,87;0;0;551,61;12597,63;24963,41;1844,97;0;691,76;299,47;8287,95;0;0
C390374;;;;0;0;[0];0;0;0;223,72;0;0;0;0;0;0;0;76,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C390375;;1;;0;10000;[0];0;0;0;0;0;500,69;1441,83;0;0;0;0;95,39;0;0;0;0;0;15,08;0;0;0;0;0;53,45;0;10,98;18,45;402,03;0;0
C390376;;;;0;10000;[0];0;0;55,53;1400,97;0;0;970,92;0;0;0;0;581,5;0;0;0;280,27;0;46,21;0;0;0;0;489,24;82,23;0;0;111,87;728,5;0;0
C390384;;1;;0;10000;[0];0;0;0;337,13;0;0;1648,39;0;67,54;0;0;55,95;0;0;0;0;0;310,92;0;0;0;0;0;0;0;0;0;38,15;0;0
C390386;;;;0;0;[0];0;0;0;140,95;0;0;100,75;0;-6,22;0;0;55,83;0;0;0;0;0;35,87;0;0;0;0;0;1,48;0;0;0;31,44;0;0
C390392;;;;0;10000;[0];0;0;0;3483,28;1417,31;0;0;0;170,8;0;0;475,09;0;0;0;0;0;0;0;0;0;0;2677,35;0;0;24,4;0;27,33;0;0
C390393;;1;;4;50000;[89600];0;0;12267,3;36658,51;131735,15;2352,09;5599,08;0;1793,25;0;0;32091,08;0;0;0;5310,84;0;127,98;120,78;0;10854,23;86396,31;6164,98;273,76;0;639,28;583,87;4417,42;638,95;0
C390394;;;;2;30000;[35000];0;0;7023,06;20223,86;19510,66;41,19;1928,83;0;482,01;0;0;8254,81;0;0;0;7256,29;0;94,21;0;0;2089,14;13309,88;680,56;1075,72;0;442,09;0;469,75;0;0
C390397;;1;;1;10000;[22400];0;0;0;2333,1;24166,71;25,96;611,52;0;43,9;0;0;780,35;0;0;0;0;0;248,97;0;0;0;8366,94;0;0;0;43,92;25,74;1101,18;0;0
C390406;;1;;3;15000;[67200];0;0;2441,11;5922,26;12222,94;51,91;3641,36;0;35,94;0;0;21339,68;0;0;0;2994,67;0;526,3;892,82;0;3524,32;80280,14;2995,88;590,04;0;193,27;8,1;2659,49;0;0
C390408;;1;;2;10000;[44800];0;0;0;36,07;1801,01;0;77,59;0;62,22;0;0;3267,53;0;0;0;0;0;0;63,2;0;0;2624,89;2563,61;15,85;0;131,76;57,1;30,15;0;0
C390409;;1;;0;3000;[0];0;270,84;4132,13;5460,14;2987,56;0;2251,55;0;79,29;0;0;22341,96;0;0;0;2757,55;0;782,64;1287,86;0;3926,2;1673,17;11661,07;549,15;0;388,84;434,44;522,37;0;0
C390413;;1;;5;10000;[112000];0;0;0;0;695,37;0;181,55;0;42,7;0;0;1446,54;0;0;0;0;0;43,43;0;0;0;3644,38;867,53;0;0;64,66;0;372,97;0;0
C390414;;1;;0;10000;[0];0;0;0;563,45;0;0;0;0;61;0;0;19,76;0;0;0;0;0;60,94;0;0;0;0;0;74,57;0;0;46,02;95,77;0;0
C390416;;1;;5;5000;[112000];0;0;0;2826,8;2555,84;90,53;1,66;0;18,11;0;0;28045,4;0;0;0;0;0;269,18;413,47;0;0;9650,29;3335,87;886,23;0;-31,02;300,8;3497,41;0;0
C390419;;1;;1;10000;[22400];0;0;574,17;1992,89;5559,5;0;2185,65;0;274,03;0;0;3890,89;0;0;0;73,55;0;900,27;0;11,93;325,07;4108,96;1284,64;174,84;0;209,39;101,69;1049,31;0;0
C390420;;;;6;10000;[127200];0;0;430,15;1238,72;0;0;1333,48;0;-6,22;0;0;4379,53;0;0;0;0;0;6,76;0;0;0;0;0;712,26;0;13,16;30,26;840,9;0;0
C390421;;1;;1;10000;[22400];0;0;3110,94;1642,3;8549,3;0;811,44;0;67,09;0;0;1136,56;0;0;0;0;0;103,46;0;0;0;2803,33;285,43;371,95;0;396,5;114,36;811;0;0
C390422;;;;11;10000;[192500];0;0;0;667,95;0;0;41,77;0;21,23;0;0;1469,8;0;0;0;0;0;157,86;0;0;0;0;0;0;0;42,7;0;11,59;0;0
C390431;;1;;15;4000;[336000];0;0;5602,39;7543,07;15897,09;0;3805,31;0;42,69;0;0;5658,51;0;0;0;38,93;0;502,49;65,29;0;143,47;1978,05;874,74;213,07;0;120,32;603,52;5551,43;0;0
C390438;;1;;0;10000;[0];0;0;0;0;0;0;609,95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;437,64;0;49,41;0;1409,28;0;0
C390442;;1;;1;10000;[22400];0;0;0;47,2;29416,96;0;613,63;0;396,47;0;0;222,53;0;0;0;0;0;0;0;0;0;50365,8;0;758,56;0;335,5;0;597,31;0;0
C390444;;1;;1;15000;[22400];0;0;7373,06;6920,72;8908,78;0;3079,45;0;1570,11;0;0;13611,36;0;0;0;4920,6;0;1008,57;0;0;1308,24;10437,98;868,96;868,68;0;1864,59;482,82;1015,38;0;0
C390445;;1;;6;30000;[134400];0;371,61;11570,18;24601,87;34749,89;3508;2026,86;0;1076,5;0;0;22862,31;0;0;0;4930,63;0;1442,58;83,48;0;3322,43;20662,85;21066,41;56,21;0;959,43;0;398,73;0;0
C390446;1;;;0;10000;[0];0;0;81,58;0;1717,8;0;15,15;0;0;0;0;125,32;0;0;0;4024,71;0;5,09;0;0;0;0;2394,49;118,39;0;0;0;269,14;0;0
C390449;;;;2;10000;[35000];0;0;295,65;4078,69;0;715,14;957,72;143,47;42,7;0;0;21,2;0;0;0;9,25;0;25,93;0;0;0;0;0;34,87;0;0;0;125,11;0;0
C390451;;1;;1;10000;[22400];0;0;0;179,89;0;0;1402,69;0;0;0;0;2533,93;0;0;0;0;0;367,98;0;29,91;0;2970,13;0;913,29;0;21,97;168,1;410,27;0;0
C390462;;1;;1;10000;[22400];0;0;0;0;6757,45;0;0;0;30,5;0;0;3880,99;0;0;0;27,4;0;0;0;0;39,72;7432,95;683,16;41,48;0;239,12;0;31,92;0;0
C390470;;1;;0;0;[0];0;0;0;0;0;0;4,38;0;0;0;0;0;0;0;0;0;0;20,19;0;0;0;0;0;0;0;0;111,96;42,64;0;0
C390473;;1;;2;10000;[44800];0;0;1066,44;3226,31;1445,19;0;3946,72;0;166,55;0;0;2336,68;0;0;0;39,33;0;166,4;0;0;738,7;2872,03;130,66;257,35;0;173,12;0;3719,35;0;0
C390475;;1;;0;10000;[0];0;0;0;16,35;0;0;832,61;0;0;0;0;0;0;0;0;0;0;102,74;0;21,79;0;336,39;0;257,66;0;0;0;638,22;0;0
C390476;;;;0;10000;[0];0;0;0;0;263,68;0;0;0;0;0;0;545,29;0;0;0;0;0;0;0;0;0;0;0;0;0;24,4;0;0;0;0
C390479;;1;;0;40000;[0];67,12;440,66;16417,52;63699,07;6051,39;4897,64;20736,88;0;304,73;0;0;10913,17;0;0;0;13180,45;0;3608,93;0;29,91;7147,69;6305,22;30741,54;2527,3;0;262,81;360,9;17288,18;0;0
C390480;;1;;0;2000;[0];0;0;0;75,03;0;0;652,55;0;0;0;0;34,12;0;0;0;0;0;239,61;0;0;0;0;0;317,21;0;0;0;350,65;0;0
C390484;;1;;0;10000;[0];0;0;0;243,57;0;0;139,12;0;42,7;0;0;84,02;0;0;0;0;0;27,08;0;0;0;0;0;0;0;0;0;163,76;0;0
C390490;;1;;4;10000;[89600];0;0;135,97;251,54;574,83;0;3138,31;0;13,41;0;0;825,16;0;0;0;0;0;662,16;0;0;0;57;108,99;672,9;0;291,58;359,23;9935,22;0;0
C390500;;1;;5;10000;[112000];0;0;0;2021,96;6581,6;0;57,73;0;302,19;0;0;2845,38;0;0;0;0;0;0;0;0;0;0;3330,62;0;0;1433,5;0;0;0;0
C390501;;1;;5;10000;[112000];167,87;0;38,61;2749,05;72,55;0;6407,8;0;0;0;0;3065,75;0;0;0;261,82;0;577,17;0;155,16;184,83;0;0;1901,38;0;183,71;23,8;2757,9;0;0
C390503;;1;;0;10000;[0];0;0;47,85;0;0;0;41,63;0;0;0;0;284,69;0;0;0;51,73;0;0;0;0;0;0;0;34,36;0;0;32,7;30,45;0;0
C390506;;1;;0;10000;[0];0;0;0;211,91;135,64;0;235,85;0;0;0;0;644,89;0;0;0;0;0;0;0;0;23,09;258,58;0;0;0;64,66;0;0;0;0
C390508;;1;;3;20000;[67200];0;0;3288,26;11039,55;14327,56;0;2020,98;0;365,99;0;0;3066,06;0;2034,96;0;1179,08;0;381,43;0;0;28047,09;16787,68;4033,33;3623,03;0;178,12;0;1136,04;0;0
C390509;;;;0;0;[0];0;0;0;12,49;0;0;28,35;0;0;0;0;60,12;0;0;0;0;0;0;0;0;0;0;0;3,94;0;0;3,98;276,9;0;0
C390510;;;;4;10000;[106400];0;0;5344,42;820,75;585,94;0;2231,9;0;66,23;0;0;299,61;0;0;0;377,1;0;54,56;0;0;93,92;97,6;3899,02;108,46;0;114,56;1,02;279,94;0;0
C390514;;1;;5;40000;[112000];0;247,41;0;30665,3;11130,64;1416,34;6453,46;0;-1134,59;0;0;118635,09;0;381,43;0;0;0;195,55;107,77;0;9240,23;29705,44;780,08;1824,01;0;316,98;425,82;4491,33;0;0
C390519;;1;;2;10000;[44800];0;0;0;1349,87;3060,26;0;91,13;0;237,8;0;0;4096,81;0;0;0;0;0;0;0;0;0;311,83;0;112,24;0;128,1;0;0;0;0
C390520;;;;0;10000;[0];0;0;0;419,8;0;0;333,07;0;0;0;0;0;0;0;0;0;0;13,4;0;0;0;0;0;0;0;0;0;160,93;0;0
C390527;;1;;0;0;[0];0;0;335,55;391,07;3151,97;99,39;841,14;0;0;0;0;559,64;0;0;0;0;0;69,42;483,12;0;0;0;0;83,01;0;0;25,82;165,41;0;0
C390539;;1;;0;10000;[0];0;0;0;0;0;0;107,73;0;0;0;0;474,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C390540;;1;;10;10000;[224000];0;0;100,41;214,26;1004,87;0;1735,66;0;42,7;0;0;910,91;0;0;0;0;0;1083,65;0;0;0;66,67;2183,79;1890,87;0;0;75,65;1230,63;0;0
C390541;;;;0;10000;[0];0;0;0;319,69;0;0;6588,29;0;6,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,28;1340,66;1173,98;0;0
C390546;;;;1;15000;[17500];0;0;1549,49;8321,6;9368,37;153,51;128,64;0;487,99;0;0;9937,4;0;0;0;0;0;0;0;0;6963,25;3676,79;0;0;0;257,42;0;42,49;0;0
C390547;;1;;0;0;[0];0;0;0;0;0;0;51,13;0;0;0;0;566,04;0;0;0;0;0;103,08;0;0;0;605,73;0;6,73;0;24,4;0;0;0;0
C390548;;;;1;10000;[17500];0;0;366,2;23314,91;0;163,36;2251,22;0;29,26;0;0;22381,66;0;0;0;4,92;0;163,07;3224,16;0;0;0;1452,2;1026,65;0;367,27;19,89;1448,71;0;0
C390554;;1;;1;10000;[22400];0;0;39,23;4556,32;7731,16;0;93,51;0;128,93;0;0;3751,82;0;0;0;0;0;0;0;0;0;11014,18;590,97;0;0;64,66;0;128,95;0;0
C390568;;1;;1;10000;[22400];0;0;5616,19;6346,87;3834,28;342,08;1184,69;0;337,03;0;0;2571,5;0;0;0;0;0;97,44;0;0;273,21;1393,3;220,11;5,38;0;97,6;188,01;358,11;0;0
C390574;;1;;10;60000;[224000];0;0;22135,22;53315,67;26924,39;693,63;1447,65;0;324,8;0;0;129557,11;0;1135,58;0;16361,51;0;1494,2;5030,8;29,91;10377,86;4702,33;13099,04;0;0;11239,19;0;102,97;0;0
C390577;;;;0;10000;[0];67,14;0;169,49;28652,72;520,76;56,54;10634,77;0;196,17;0;0;34973,4;0;0;0;7,8;0;5026,44;0;179,49;1297,07;426,51;479,84;3763,26;0;302,35;455,35;9365,89;0;0
C390583;;;;0;20000;[0];0;0;941,59;11376,97;1523,35;0;464,95;0;23632,61;0;0;14955,94;0;0;0;415,78;0;59,15;106,73;0;420,01;1208,39;4167,68;84,18;0;6226,2;18,18;1039,48;0;0
C390585;;1;;5;40000;[112000];0;0;8979,9;26553,76;110990,97;13457,58;11716,48;0;1217,51;0;0;36413,68;0;241,07;0;15526,96;0;1666,39;4006;0;8599,71;87306,97;9266,06;3556,3;0;969,38;564,64;6201,1;0;0
C390590;;1;;1;10000;[22400];0;0;1316,99;221,85;0;0;442,6;0;73,58;0;0;68,03;0;0;0;359,51;0;24,78;0;0;37,92;54,9;0;571,7;0;0;0;288,35;0;0
C390594;;1;;6;59216;[134400];9,86;0;79624,19;38596,65;27003,73;0;2098,91;0;2001,69;0;0;27459,74;0;0;0;87832,89;0;0;741,46;0;47044,43;3794,35;2657,42;56,99;0;1488,45;719,98;2040,16;0;0
C390602;;;;0;0;[0];0;0;712,88;0;0;0;4,3;0;30,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156,77;0;0;0
C390603;;1;;0;3000;[0];0;0;0;26,74;0;0;237,82;0;73,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,17;0;-6,22;0;0;0;0
C390604;;;;3;10000;[52500];0;0;0;3419,74;55,03;0;89,72;0;418,05;0;0;1276,21;0;0;0;0;0;17,3;0;0;0;0;0;3,81;0;27,18;0;118,61;0;0
C390606;;1;;1;10000;[22400];0;0;646,8;630,82;1785,58;0;916,68;0;0;0;0;456,05;0;0;0;204,75;0;389,28;0;0;0;0;350,48;336,78;0;51,78;60,9;871,21;0;0
C390611;;1;;3;10000;[67200];0;0;276,48;5587,27;17878,02;1196,49;3974,53;0;688,44;0;0;5584,11;0;47,28;0;308,42;0;484,62;804,31;0;152,26;10818,07;6191,5;1122,67;0;1519,69;675,2;4485,59;0;0
C390614;;1;;0;0;[0];0;0;0;646,36;0;0;381,98;0;30,5;0;0;1043,23;0;0;0;0;0;278,86;0;0;0;3395,47;179,78;125,28;0;181,78;130,49;488,93;0;0
C390617;;;;0;10000;[0];0;0;0;329,98;0;0;0;0;0;0;0;0;0;0;0;131,83;0;0;0;0;0;0;0;0;0;0;0;23,01;0;0
C390621;;1;;3;10000;[67200];0;0;5435,45;4737,3;0;0;172,16;0;119,13;0;0;2940,69;0;0;0;5376,65;0;14,82;0;0;2559,45;0;302,54;195,82;0;0;235,69;410,58;0;0
C390622;;1;;0;10000;[0];0;0;0;0;269,98;0;36,6;0;42,7;0;0;0;0;0;0;0;0;0;0;0;0;84,42;108,73;0;0;-6,22;0;448,14;0;0
C390624;;1;;0;10000;[0];0;0;0;0;0;0;224,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101,19;0;0
C390629;;1;;3;10000;[67200];0;0;0;23780,32;3969,39;0;0;0;379,21;0;0;7659,26;0;0;0;2357,13;0;16,76;0;0;208,21;0;3903,02;0;0;156,16;0;12,93;0;0
C390631;;;;1;10000;[17500];0;0;226,94;2070,5;0;0;373,32;0;0;0;0;412,74;0;0;0;0;0;37,82;0;0;0;0;0;3,81;0;0;0;164,77;0;0
C390638;;;;0;10000;[0];0;0;120,33;1392,64;0,01;0;249,12;0;36,46;0;0;841,98;0;0;0;263,91;0;49,06;24,3;0;0;502,88;0;3,77;0;0;60,39;203,18;0;0
C390641;;1;;1;20000;[22400];0;0;3698,75;5931,43;32875,33;677,08;454,25;0;524,59;0;0;4410,5;0;0;0;880,8;0;167,47;0;0;863,61;26229,46;2787,07;0;0;417,24;0;350,36;970,64;0
C390643;;1;;3;10000;[67200];0;0;277,58;550,64;0;0;159,33;0;85,4;0;0;2333,32;0;0;0;44,2;0;0;0;0;0;624,46;168,14;0;0;66,93;0;337,33;0;0
C390646;;;;0;0;[0];0;0;72,38;279,14;0;0;1995,23;0;0;0;0;152;0;0;0;0;0;56,78;0;0;0;0;0;405,94;0;-6,22;0;147,53;0;0
C390649;;1;;9;60000;[201600];0;0;97,82;149786,38;3862,92;478,31;12502,03;0;1928,93;0;0;60509,08;0;0;0;28,04;0;1540,59;602,84;0;470,65;3563,73;0;5716,37;0;1410,89;177,71;28169,97;0;0
C390654;;1;;1;10000;[22400];0;0;0;0;119,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3777,12;0;0;0;0
C390655;;1;;4;30000;[89600];0;0;21541,55;19037,61;25605,07;1348,34;2154,79;0;917,23;0;0;15644,94;0;0;0;2643,51;0;373,31;106,01;0;21307,37;29045,99;21406,67;84,72;0;4247,22;73,97;1642,56;0;0
C390656;;1;;2;10000;[44800];0;0;1783,1;20582,9;35312,63;3403,75;23,38;0;567,27;0;0;15456,53;0;0;0;0;0;207,74;0;0;17235,79;59909,23;863,43;20,86;0;1007,72;0;495,3;0;0
C390663;;1;;6;10000;[134400];0;0;0;312,35;5211,31;0;749,66;0;-18,29;0;0;2370,95;0;0;0;0;0;265,09;0;0;0;12384,11;0;607,01;0;395,19;0;504,32;0;0
C390670;;1;;6;10000;[134400];0;0;0;476,61;685,63;0;3021,94;0;183;0;0;1794,33;0;0;0;0;0;4045,19;0;0;0;0;0;353,19;0;161,04;0;0;0;0
C390671;;;;1;10000;[10600];0;0;0;1107,16;0;11,15;175,45;0;0;0;0;1921,09;0;0;0;0;0;0;0;0;0;0;0;13,42;0;1,56;0;54,46;0;0
C390673;;1;;2;10000;[44800];0;0;2853,65;4600,81;1504,2;0;241,98;0;219,59;0;0;5395,96;0;206,67;0;0;0;91,99;766,06;0;1508,27;0;411,42;0;0;346,8;0;85,5;0;0
C390676;;;;0;10000;[0];0;0;0;0;541,35;0;188,48;0;0;0;0;150,98;0;0;0;6,54;0;226,41;463,45;0;0;0;0;41,64;0;223,64;16,49;597,8;0;0
C390677;;;;0;1;[0];0;0;0;27,3;0;0;162,2;0;8,42;0;0;0;0;0;0;0;0;215,22;0;0;0;0;0;0;0;0;0;0;0;0
C390678;;;;0;0;[0];0;0;0;722,8;0;15,03;470,56;0;46,36;0;0;2677,75;0;0;0;0;0;55,9;29,98;0;0;0;0;89,73;0;24,4;0;482,02;0;0
